TIME,N2O,DO,Q_in,T
2016-03-23 21:00:00,0.050491162,2.01875,41.5,12.2
2016-03-23 21:15:00,0.060145664,2.04,42.6,12.2
2016-03-23 21:30:00,0.066336601,2.271428571,39.92857143,12.2
2016-03-23 21:45:00,0.070080298,2.3,39.46666667,12.2
2016-03-23 22:00:00,0.073640545,2.24,33.2,12.27333333
2016-03-23 22:15:00,0.078859107,2.08,21.13333333,12.3
2016-03-23 22:30:00,0.08841427,2.025,19.3125,12.3
2016-03-23 22:45:00,0.096164236,2.166666667,14.6,12.27333333
2016-03-23 23:00:00,0.101863445,2.242857143,8.428571429,12.27857143
2016-03-23 23:15:00,0.110895951,2.353333333,6.0,12.27333333
2016-03-23 23:30:00,0.116951823,2.326666667,9.666666667,12.28666667
2016-03-23 23:45:00,0.118829393,2.333333333,6.6,12.29333333
2016-03-24 00:00:00,0.121885708,2.05625,7.0,12.2875
2016-03-24 00:15:00,0.128867765,2.233333333,5.466666667,12.3
2016-03-24 00:30:00,0.125082092,2.342857143,5.071428571,12.3
2016-03-24 00:45:00,0.120008909,2.373333333,6.533333333,12.3
2016-03-24 01:00:00,0.103637397,2.7,6.666666667,12.3
2016-03-24 01:15:00,0.084349402,2.346666667,6.2,12.3
2016-03-24 01:30:00,0.08133986,1.86875,6.625,12.3
2016-03-24 01:45:00,0.083333953,2.02,6.0,12.3
2016-03-24 02:00:00,0.082002595,2.357142857,5.785714286,12.3
2016-03-24 02:15:00,0.073573016,2.5,6.133333333,12.3
2016-03-24 02:30:00,0.063046599,2.3,6.666666667,12.28666667
2016-03-24 02:45:00,0.061141397,1.953333333,6.266666667,12.3
2016-03-24 03:00:00,0.067384574,1.89375,5.625,12.28125
2016-03-24 03:15:00,0.067623001,2.393333333,6.066666667,12.27333333
2016-03-24 03:30:00,0.058005723,2.564285714,6.571428571,12.22142857
2016-03-24 03:45:00,0.045955073,2.42,6.066666667,12.21333333
2016-03-24 04:00:00,0.041392119,2.006666667,6.2,12.20666667
2016-03-24 04:15:00,0.047539726,1.68,6.333333333,12.2
2016-03-24 04:30:00,0.050927768,2.25,11.625,12.2875
2016-03-24 04:45:00,0.042854179,2.62,13.13333333,12.29333333
2016-03-24 05:00:00,0.031180363,2.592857143,21.85714286,12.29285714
2016-03-24 05:15:00,0.027918875,1.86,25.86666667,12.3
2016-03-24 05:30:00,0.039177786,1.426666667,22.8,12.3
2016-03-24 05:45:00,0.049924415,1.873333333,26.6,12.3
2016-03-24 06:00:00,0.047151318,2.68125,38.0,12.29375
2016-03-24 06:15:00,0.038520969,2.48,29.26666667,12.2
2016-03-24 06:30:00,0.037203545,1.7,28.0,12.20714286
2016-03-24 06:45:00,0.042787011,1.673333333,8.666666667,12.2
2016-03-24 07:00:00,0.045537255,2.473333333,19.8,12.27333333
2016-03-24 07:15:00,0.040950652,2.82,8.6,12.2
2016-03-24 07:30:00,0.034492258,2.41875,5.8125,12.2
2016-03-24 07:45:00,0.033727794,1.893333333,5.0,12.2
2016-03-24 08:00:00,0.035902759,1.971428571,9.0,12.2
2016-03-24 08:15:00,0.037378532,2.273333333,10.86666667,12.20666667
2016-03-24 08:30:00,0.035069555,2.573333333,12.0,12.24666667
2016-03-24 08:45:00,0.031724686,2.233333333,13.86666667,12.28666667
2016-03-24 09:00:00,0.033548605,1.9125,14.1875,12.275
2016-03-24 09:15:00,0.03831399,1.926666667,8.466666667,12.27333333
2016-03-24 09:30:00,0.037789232,2.557142857,5.285714286,12.29285714
2016-03-24 09:45:00,0.032107536,2.586666667,6.0,12.3
2016-03-24 10:00:00,0.028810657,2.146666667,6.133333333,12.3
2016-03-24 10:15:00,0.030458435,1.926666667,8.0,12.3
2016-03-24 10:30:00,0.03335656,2.125,7.3125,12.3375
2016-03-24 10:45:00,0.033359722,2.406666667,5.8,12.38666667
2016-03-24 11:00:00,0.031407856,2.407142857,5.785714286,12.4
2016-03-24 11:15:00,0.028195044,2.173333333,6.0,12.4
2016-03-24 11:30:00,0.033028947,2.24,5.466666667,12.4
2016-03-24 11:45:00,0.027600881,2.246666667,6.266666667,12.44
2016-03-24 12:00:00,0.027491011,1.94375,6.5,12.5
2016-03-24 12:15:00,0.027732714,2.153333333,5.933333333,12.5
2016-03-24 12:30:00,0.027434565,2.142857143,5.857142857,12.47142857
2016-03-24 12:45:00,0.026473029,2.3,6.466666667,12.5
2016-03-24 13:00:00,0.023184359,2.573333333,7.0,12.48666667
2016-03-24 13:15:00,0.01589344,2.493333333,5.866666667,12.5
2016-03-24 13:30:00,0.018618336,1.95625,5.4375,12.53125
2016-03-24 13:45:00,0.023043558,2.24,6.0,12.56
2016-03-24 14:00:00,0.019112509,2.221428571,6.714285714,12.5
2016-03-24 14:15:00,0.015837383,1.933333333,6.066666667,12.5
2016-03-24 14:30:00,0.018061051,1.786666667,6.6,12.50666667
2016-03-24 14:45:00,0.020311913,2.186666667,7.4,12.53333333
2016-03-24 15:00:00,0.018313659,2.65,13.0625,12.59375
2016-03-24 15:15:00,0.014723893,2.453333333,11.33333333,12.60666667
2016-03-24 15:30:00,0.013320086,1.828571429,11.78571429,12.61428571
2016-03-24 15:45:00,0.016284315,1.72,12.13333333,12.6
2016-03-24 16:00:00,0.017280365,2.233333333,7.666666667,12.6
2016-03-24 16:15:00,0.014644436,2.573333333,6.466666667,12.6
2016-03-24 16:30:00,0.012932169,2.4875,5.3125,12.6
2016-03-24 16:45:00,0.011294658,2.133333333,5.133333333,12.61333333
2016-03-24 17:00:00,0.012079739,1.814285714,17.57142857,12.6
2016-03-24 17:15:00,0.014767541,1.96,34.2,12.60666667
2016-03-24 17:30:00,0.015294413,2.466666667,44.66666667,12.6
2016-03-24 17:45:00,0.015063162,2.146666667,45.06666667,12.6
2016-03-24 18:00:00,0.020078494,1.525,35.4375,12.55
2016-03-24 18:15:00,0.026624058,1.92,53.2,12.6
2016-03-24 18:30:00,0.027765509,2.335714286,48.78571429,12.6
2016-03-24 18:45:00,0.025723481,2.406666667,47.46666667,12.59333333
2016-03-24 19:00:00,0.025732452,2.093333333,47.33333333,12.51333333
2016-03-24 19:15:00,0.030635598,1.853333333,51.26666667,12.52
2016-03-24 19:30:00,0.040132422,2.4,45.5625,12.5
2016-03-24 19:45:00,0.044935531,2.573333333,47.33333333,12.52
2016-03-24 20:00:00,0.047466661,2.3,53.5,12.52857143
2016-03-24 20:15:00,0.0522805,2.0,42.53333333,12.5
2016-03-24 20:30:00,0.060129063,1.966666667,42.53333333,12.5
2016-03-24 20:45:00,0.069932078,2.14,44.8,12.5
2016-03-24 21:00:00,0.077145938,2.1875,43.125,12.5
2016-03-24 21:15:00,0.08242644,2.26,41.8,12.49333333
2016-03-24 21:30:00,0.084670604,2.371428571,35.64285714,12.4
2016-03-24 21:45:00,0.085441529,2.293333333,44.06666667,12.4
2016-03-24 22:00:00,0.086768775,2.18,52.66666667,12.48
2016-03-24 22:15:00,0.088529144,2.073333333,46.0,12.5
2016-03-24 22:30:00,0.09461427,2.06875,21.5,12.40625
2016-03-24 22:45:00,0.109200363,2.046666667,11.06666667,12.4
2016-03-24 23:00:00,0.120774753,2.321428571,5.0,12.47142857
2016-03-24 23:15:00,0.126132577,2.46,5.866666667,12.48666667
2016-03-24 23:30:00,0.13049669,2.273333333,5.933333333,12.5
2016-03-24 23:45:00,0.139802271,2.146666667,6.866666667,12.5
2016-03-25 00:00:00,0.148655892,1.99375,6.5625,12.4625
2016-03-25 00:15:00,0.15352694,2.226666667,6.733333333,12.5
2016-03-25 00:30:00,0.156176667,2.235714286,6.071428571,12.47857143
2016-03-25 00:45:00,0.154713881,2.553333333,5.533333333,12.4
2016-03-25 01:00:00,0.135263074,2.64,5.666666667,12.42
2016-03-25 01:15:00,0.108651177,2.46,7.333333333,12.43333333
2016-03-25 01:30:00,0.095479316,2.08125,6.875,12.4
2016-03-25 01:45:00,0.096413522,2.04,6.066666667,12.4
2016-03-25 02:00:00,0.092938717,2.378571429,7.285714286,12.4
2016-03-25 02:15:00,0.077074822,2.506666667,12.0,12.40666667
2016-03-25 02:30:00,0.068621086,2.033333333,15.86666667,12.41333333
2016-03-25 02:45:00,0.07417424,1.753333333,15.53333333,12.4
2016-03-25 03:00:00,0.080656448,2.1875,15.1875,12.46875
2016-03-25 03:15:00,0.06709795,2.666666667,14.06666667,12.46666667
2016-03-25 03:30:00,0.054141089,2.435714286,7.142857143,12.40714286
2016-03-25 03:45:00,0.051364813,1.84,6.2,12.42666667
2016-03-25 04:00:00,0.064815917,1.706666667,5.733333333,12.48666667
2016-03-25 04:15:00,0.064928654,2.606666667,6.8,12.40666667
2016-03-25 04:30:00,0.046831553,2.825,6.25,12.46875
2016-03-25 04:45:00,0.033532882,2.093333333,5.6,12.48
2016-03-25 05:00:00,0.039950733,1.414285714,6.785714286,12.4
2016-03-25 05:15:00,0.051838413,2.046666667,11.2,12.4
2016-03-25 05:30:00,0.046757974,2.72,13.93333333,12.4
2016-03-25 05:45:00,0.032645159,2.653333333,34.13333333,12.4
2016-03-25 06:00:00,0.02693403,1.8875,29.0,12.4
2016-03-25 06:15:00,0.037085559,1.326666667,18.13333333,12.4
2016-03-25 06:30:00,0.04846046,1.978571429,6.285714286,12.4
2016-03-25 06:45:00,0.045202235,3.04,5.133333333,12.4
2016-03-25 07:00:00,0.033029347,2.913333333,5.533333333,12.4
2016-03-25 07:15:00,0.026966191,1.973333333,5.266666667,12.4
2016-03-25 07:30:00,0.037503861,1.33125,7.0625,12.4
2016-03-25 07:45:00,0.048635819,2.073333333,7.4,12.4
2016-03-25 08:00:00,0.041388732,3.035714286,6.285714286,12.4
2016-03-25 08:15:00,0.027228351,2.726666667,6.2,12.4
2016-03-25 08:30:00,0.024478411,1.793333333,7.066666667,12.4
2016-03-25 08:45:00,0.033116245,1.586666667,9.4,12.4
2016-03-25 09:00:00,0.040702587,2.15,15.3125,12.4
2016-03-25 09:15:00,0.033398654,2.886666667,17.33333333,12.42
2016-03-25 09:30:00,0.02094133,2.714285714,18.92857143,12.42857143
2016-03-25 09:45:00,0.018716148,1.766666667,19.26666667,12.41333333
2016-03-25 10:00:00,0.030876704,1.173333333,18.4,12.40666667
2016-03-25 10:15:00,0.042239812,2.126666667,19.0,12.4
2016-03-25 10:30:00,0.036673418,3.2625,10.0625,12.4625
2016-03-25 10:45:00,0.023254231,2.58,8.733333333,12.48666667
2016-03-25 11:00:00,0.024428014,1.535714286,9.214285714,12.5
2016-03-25 11:15:00,0.03681549,1.413333333,11.8,12.5
2016-03-25 11:30:00,0.040680586,2.52,11.53333333,12.5
2016-03-25 11:45:00,0.033155267,2.986666667,15.0,12.5
2016-03-25 12:00:00,0.024117713,2.4125,14.0,12.5
2016-03-25 12:15:00,0.027078849,1.513333333,9.333333333,12.50666667
2016-03-25 12:30:00,0.041187809,1.464285714,7.142857143,12.5
2016-03-25 12:45:00,0.043558887,2.493333333,7.6,12.5
2016-03-25 13:00:00,0.032490451,3.086666667,6.8,12.48
2016-03-25 13:15:00,0.022972334,2.546666667,8.866666667,12.5
2016-03-25 13:30:00,0.023478108,1.75,6.9375,12.50625
2016-03-25 13:45:00,0.039444199,1.353333333,7.333333333,12.5
2016-03-25 14:00:00,0.047728756,2.357142857,25.42857143,12.5
2016-03-25 14:15:00,0.036379494,3.093333333,16.33333333,12.5
2016-03-25 14:30:00,0.023248027,2.526666667,16.73333333,12.5
2016-03-25 14:45:00,0.025816377,1.326666667,12.26666667,12.5
2016-03-25 15:00:00,0.042106563,1.60625,12.8125,12.5
2016-03-25 15:15:00,0.044194758,2.82,13.26666667,12.50666667
2016-03-25 15:30:00,0.03281867,2.892857143,13.21428571,12.5
2016-03-25 15:45:00,0.02446538,2.266666667,13.33333333,12.5
2016-03-25 16:00:00,0.02710376,1.46,15.8,12.49333333
2016-03-25 16:15:00,0.038478418,1.606666667,26.73333333,12.5
2016-03-25 16:30:00,0.040057403,2.68125,60.125,12.5
2016-03-25 16:45:00,0.033221484,2.46,41.6,12.5
2016-03-25 17:00:00,0.033222118,1.571428571,46.14285714,12.5
2016-03-25 17:15:00,0.040440447,1.686666667,52.06666667,12.5
2016-03-25 17:30:00,0.044320673,2.32,49.93333333,12.5
2016-03-25 17:45:00,0.05038367,2.513333333,53.33333333,12.46666667
2016-03-25 18:00:00,0.032919567,1.46875,56.8125,12.4
2016-03-25 18:15:00,0.054168317,1.393333333,52.26666667,12.4
2016-03-25 18:30:00,0.070588497,1.9,54.28571429,12.4
2016-03-25 18:45:00,0.092625396,2.72,53.0,12.4
2016-03-25 19:00:00,0.090903241,3.013333333,48.73333333,12.4
2016-03-25 19:15:00,0.079126341,2.4,46.93333333,12.4
2016-03-25 19:30:00,0.080270675,1.81875,46.75,12.3625
2016-03-25 19:45:00,0.084686539,2.0,44.93333333,12.3
2016-03-25 20:00:00,0.092014148,2.178571429,47.28571429,12.3
2016-03-25 20:15:00,0.097424969,2.346666667,46.2,12.26666667
2016-03-25 20:30:00,0.099340384,2.28,45.13333333,12.2
2016-03-25 20:45:00,0.099251167,2.12,44.06666667,12.2
2016-03-25 21:00:00,0.102495384,2.1125,49.4375,12.2
2016-03-25 21:15:00,0.105610208,2.313333333,41.33333333,12.2
2016-03-25 21:30:00,0.108233755,2.3,41.85714286,12.2
2016-03-25 21:45:00,0.109536296,2.28,43.4,12.2
2016-03-25 22:00:00,0.108668474,2.286666667,37.73333333,12.19333333
2016-03-25 22:15:00,0.110991012,2.126666667,40.13333333,12.1
2016-03-25 22:30:00,0.117674672,2.18125,45.25,12.1
2016-03-25 22:45:00,0.121150114,2.1,55.2,12.1
2016-03-25 23:00:00,0.124670998,2.185714286,42.64285714,12.1
2016-03-25 23:15:00,0.122240299,2.293333333,51.6,12.1
2016-03-25 23:30:00,0.115986256,2.373333333,45.0,12.06666667
2016-03-25 23:45:00,0.106817393,2.36,41.66666667,12.03333333
2016-03-26 00:00:00,0.099627399,2.15625,25.8125,12.0
2016-03-26 00:15:00,0.093271231,2.366666667,22.66666667,11.99333333
2016-03-26 00:30:00,0.081174673,2.407142857,24.28571429,11.92857143
2016-03-26 00:45:00,0.070835931,2.346666667,18.6,11.96666667
2016-03-26 01:00:00,0.063146326,2.213333333,12.2,11.96
2016-03-26 01:15:00,0.059175391,2.153333333,7.066666667,11.95333333
2016-03-26 01:30:00,0.055646894,2.29375,6.3125,11.9
2016-03-26 01:45:00,0.051225519,2.273333333,5.6,11.94666667
2016-03-26 02:00:00,0.04463281,2.357142857,5.571428571,11.97857143
2016-03-26 02:15:00,0.038062826,2.166666667,6.2,11.96666667
2016-03-26 02:30:00,0.039622461,1.873333333,6.066666667,11.87333333
2016-03-26 02:45:00,0.044070202,2.073333333,6.133333333,11.8
2016-03-26 03:00:00,0.043774019,2.48125,6.375,11.83125
2016-03-26 03:15:00,0.033044331,2.6,6.266666667,11.9
2016-03-26 03:30:00,0.031533151,2.492857143,6.0,11.9
2016-03-26 03:45:00,0.031465559,2.02,5.8,11.9
2016-03-26 04:00:00,0.031158604,1.98,7.533333333,11.9
2016-03-26 04:15:00,0.033706424,1.906666667,8.866666667,11.89333333
2016-03-26 04:30:00,0.03972097,2.23125,8.875,11.9
2016-03-26 04:45:00,0.034683607,2.626666667,7.733333333,11.88
2016-03-26 05:00:00,0.030185877,2.657142857,6.285714286,11.81428571
2016-03-26 05:15:00,0.030440358,2.38,5.266666667,11.81333333
2016-03-26 05:30:00,0.030116339,2.24,6.066666667,11.8
2016-03-26 05:45:00,0.030194832,2.026666667,7.0,11.81333333
2016-03-26 06:00:00,0.031091664,1.95,14.6875,11.80625
2016-03-26 06:15:00,0.037241423,2.04,26.13333333,11.86
2016-03-26 06:30:00,0.038302158,2.621428571,38.5,11.9
2016-03-26 06:45:00,0.035997941,2.413333333,16.06666667,11.86666667
2016-03-26 07:00:00,0.036524591,2.213333333,6.6,11.8
2016-03-26 07:15:00,0.036731894,1.886666667,8.866666667,11.8
2016-03-26 07:30:00,0.042459414,1.69375,18.125,11.8
2016-03-26 07:45:00,0.05260017,2.226666667,17.93333333,11.8
2016-03-26 08:00:00,0.048205839,2.735714286,17.21428571,11.79285714
2016-03-26 08:15:00,0.037491247,2.82,17.6,11.77333333
2016-03-26 08:30:00,0.037133258,2.346666667,14.26666667,11.79333333
2016-03-26 08:45:00,0.037676404,1.88,18.26666667,11.8
2016-03-26 09:00:00,0.045522164,1.55,21.375,11.8
2016-03-26 09:15:00,0.063456396,2.093333333,25.13333333,11.8
2016-03-26 09:30:00,0.059031226,2.828571429,23.42857143,11.8
2016-03-26 09:45:00,0.045605121,2.42,31.8,11.80666667
2016-03-26 10:00:00,0.048910828,1.606666667,31.86666667,11.85333333
2016-03-26 10:15:00,0.06514611,1.646666667,23.06666667,11.9
2016-03-26 10:30:00,0.067078768,2.59375,14.8125,11.86875
2016-03-26 10:45:00,0.051303614,2.86,12.8,11.89333333
2016-03-26 11:00:00,0.041084679,2.214285714,12.07142857,11.89285714
2016-03-26 11:15:00,0.043549647,1.706666667,13.66666667,11.91333333
2016-03-26 11:30:00,0.053047812,1.973333333,13.46666667,11.94
2016-03-26 11:45:00,0.052891985,2.533333333,14.73333333,11.98
2016-03-26 12:00:00,0.041650956,2.675,9.9375,12.0
2016-03-26 12:15:00,0.033483429,2.2,8.0,11.99333333
2016-03-26 12:30:00,0.036631139,1.685714286,9.857142857,12.0
2016-03-26 12:45:00,0.050285645,1.866666667,8.933333333,12.0
2016-03-26 13:00:00,0.050848832,2.773333333,9.2,12.07333333
2016-03-26 13:15:00,0.035383676,2.686666667,8.6,12.1
2016-03-26 13:30:00,0.032066666,2.0125,8.6875,12.1
2016-03-26 13:45:00,0.039737277,1.513333333,13.13333333,12.1
2016-03-26 14:00:00,0.056992973,2.021428571,22.07142857,12.15
2016-03-26 14:15:00,0.054640736,2.873333333,18.06666667,12.18
2016-03-26 14:30:00,0.039116736,2.56,8.8,12.20666667
2016-03-26 14:45:00,0.03797594,1.893333333,7.2,12.2
2016-03-26 15:00:00,0.050741549,1.475,7.125,12.2
2016-03-26 15:15:00,0.067187335,2.313333333,8.0,12.20666667
2016-03-26 15:30:00,0.051714669,3.214285714,8.5,12.2
2016-03-26 15:45:00,0.037853946,2.746666667,7.0,12.24
2016-03-26 16:00:00,0.038591433,2.06,6.666666667,12.2
2016-03-26 16:15:00,0.040567117,1.693333333,8.2,12.22
2016-03-26 16:30:00,0.056487632,1.96875,8.0625,12.3
2016-03-26 16:45:00,0.057170837,2.586666667,7.466666667,12.3
2016-03-26 17:00:00,0.042162225,2.735714286,7.928571429,12.24285714
2016-03-26 17:15:00,0.03938503,2.433333333,7.133333333,12.26
2016-03-26 17:30:00,0.040079208,2.2,8.533333333,12.28666667
2016-03-26 17:45:00,0.040565042,1.98,25.46666667,12.28666667
2016-03-26 18:00:00,0.04514655,1.68125,23.875,12.225
2016-03-26 18:15:00,0.063219001,2.0,17.8,12.2
2016-03-26 18:30:00,0.065941245,2.521428571,16.21428571,12.2
2016-03-26 18:45:00,0.050975133,2.7,15.73333333,12.2
2016-03-26 19:00:00,0.044364672,1.846666667,24.8,12.2
2016-03-26 19:15:00,0.058791319,1.56,27.2,12.19333333
2016-03-26 19:30:00,0.067595304,2.31875,25.4375,12.19375
2016-03-26 19:45:00,0.057744424,2.573333333,20.4,12.16666667
2016-03-26 20:00:00,0.052232323,2.135714286,9.714285714,12.17857143
2016-03-26 20:15:00,0.052249698,1.826666667,14.13333333,12.12
2016-03-26 20:30:00,0.054933657,2.173333333,27.26666667,12.1
2016-03-26 20:45:00,0.050894825,2.653333333,24.0,12.1
2016-03-26 21:00:00,0.042380807,2.23125,20.0,12.1
2016-03-26 21:15:00,0.044877279,1.733333333,15.13333333,12.1
2016-03-26 21:30:00,0.049644287,2.085714286,10.85714286,12.1
2016-03-26 21:45:00,0.048412022,2.54,6.266666667,12.08666667
2016-03-26 22:00:00,0.040407507,2.646666667,5.4,12.01333333
2016-03-26 22:15:00,0.034691373,2.233333333,6.2,12.07333333
2016-03-26 22:30:00,0.035739582,2.0375,7.0625,12.0875
2016-03-26 22:45:00,0.040949899,2.173333333,6.866666667,12.09333333
2016-03-26 23:00:00,0.040591341,2.371428571,7.5,12.09285714
2016-03-26 23:15:00,0.037084946,2.306666667,8.866666667,12.06666667
2016-03-26 23:30:00,0.036439115,2.253333333,17.2,12.08
2016-03-26 23:45:00,0.038430258,1.966666667,13.53333333,12.09333333
2016-03-27 00:00:00,0.047084364,1.9875,8.1875,12.06875
2016-03-27 00:15:00,0.049133746,2.34,7.133333333,12.08666667
2016-03-27 00:30:00,0.043400043,2.65,6.357142857,12.01428571
2016-03-27 00:45:00,0.034788961,2.266666667,5.733333333,12.0
2016-03-27 01:00:00,0.03575083,1.906666667,5.6,12.03333333
2016-03-27 01:15:00,0.045437617,1.906666667,5.4,12.0
2016-03-27 01:30:00,0.049638815,2.45625,6.125,12.0
2016-03-27 01:45:00,0.039472457,2.635714286,5.285714286,12.0
2016-03-27 02:00:00,,,,
2016-03-27 02:15:00,,,,
2016-03-27 02:30:00,,,,
2016-03-27 02:45:00,,,,
2016-03-27 03:00:00,0.035693987,2.51875,5.6875,12.025
2016-03-27 03:15:00,0.03623642,2.253333333,6.0,12.0
2016-03-27 03:30:00,0.036539125,2.085714286,6.5,12.0
2016-03-27 03:45:00,0.037216479,2.006666667,14.46666667,12.0
2016-03-27 04:00:00,0.039370754,1.88,16.93333333,12.0
2016-03-27 04:15:00,0.047659432,2.133333333,12.53333333,12.0
2016-03-27 04:30:00,0.048115121,2.51875,14.625,12.0
2016-03-27 04:45:00,0.037995523,2.46,13.33333333,12.0
2016-03-27 05:00:00,0.037648112,1.914285714,6.142857143,11.99285714
2016-03-27 05:15:00,0.048866702,1.78,6.133333333,11.99333333
2016-03-27 05:30:00,0.058974458,2.28,6.2,12.0
2016-03-27 05:45:00,0.047325319,2.946666667,5.866666667,11.94666667
2016-03-27 06:00:00,0.039723324,2.55,9.25,11.9
2016-03-27 06:15:00,0.040710875,2.346666667,11.6,11.92
2016-03-27 06:30:00,0.041065956,2.221428571,23.57142857,11.91428571
2016-03-27 06:45:00,0.041290042,2.106666667,33.2,11.92666667
2016-03-27 07:00:00,0.041798008,1.713333333,29.46666667,11.9
2016-03-27 07:15:00,0.060961897,1.533333333,15.6,11.9
2016-03-27 07:30:00,0.076576773,2.275,6.25,11.89375
2016-03-27 07:45:00,0.06501852,2.84,5.6,11.9
2016-03-27 08:00:00,0.047941826,2.578571429,5.428571429,11.9
2016-03-27 08:15:00,0.039705986,2.086666667,5.2,11.89333333
2016-03-27 08:30:00,0.046613799,1.706666667,5.866666667,11.89333333
2016-03-27 08:45:00,0.057379702,2.113333333,6.266666667,11.89333333
2016-03-27 09:00:00,0.052628517,2.675,6.8125,11.89375
2016-03-27 09:15:00,0.040371945,2.433333333,6.066666667,11.9
2016-03-27 09:30:00,0.039044277,2.171428571,6.357142857,11.9
2016-03-27 09:45:00,0.040581909,1.94,7.466666667,11.88666667
2016-03-27 10:00:00,0.046656,1.82,13.86666667,11.9
2016-03-27 10:15:00,0.055528153,2.26,14.73333333,11.9
2016-03-27 10:30:00,0.053893489,2.475,10.4375,11.9125
2016-03-27 10:45:00,0.044866278,2.4,9.066666667,11.95333333
2016-03-27 11:00:00,0.041620341,2.185714286,7.642857143,11.96428571
2016-03-27 11:15:00,0.044310686,1.833333333,8.6,12.0
2016-03-27 11:30:00,0.054538489,2.066666667,10.66666667,12.0
2016-03-27 11:45:00,0.054180076,2.453333333,8.866666667,12.0
2016-03-27 12:00:00,0.044295639,2.5375,9.0625,12.05625
2016-03-27 12:15:00,0.042250448,2.206666667,10.06666667,12.01333333
2016-03-27 12:30:00,0.043023457,1.885714286,11.0,12.05
2016-03-27 12:45:00,0.052626371,1.74,12.66666667,12.1
2016-03-27 13:00:00,0.065456645,2.246666667,10.2,12.06
2016-03-27 13:15:00,0.060707642,2.673333333,12.46666667,12.07333333
2016-03-27 13:30:00,0.044921769,2.50625,18.5,12.13125
2016-03-27 13:45:00,0.043711272,2.006666667,11.66666667,12.13333333
2016-03-27 14:00:00,0.051399944,1.442857143,7.642857143,12.10714286
2016-03-27 14:15:00,0.072846325,2.06,7.866666667,12.17333333
2016-03-27 14:30:00,0.067286584,2.893333333,8.066666667,12.11333333
2016-03-27 14:45:00,0.046172576,2.56,8.866666667,12.14666667
2016-03-27 15:00:00,0.044097185,1.81875,8.4375,12.18125
2016-03-27 15:15:00,0.058683877,1.62,14.66666667,12.10666667
2016-03-27 15:30:00,0.069012436,2.414285714,18.21428571,12.13571429
2016-03-27 15:45:00,0.059723722,2.6,16.4,12.2
2016-03-27 16:00:00,0.054201116,2.086666667,31.2,12.19333333
2016-03-27 16:15:00,0.061212759,1.726666667,22.8,12.2
2016-03-27 16:30:00,0.072787769,2.0625,23.375,12.2
2016-03-27 16:45:00,0.069418296,2.386666667,21.0,12.16666667
2016-03-27 17:00:00,0.06080491,2.314285714,22.21428571,12.10714286
2016-03-27 17:15:00,0.058346785,2.013333333,24.0,12.1
2016-03-27 17:30:00,0.060829802,2.026666667,20.53333333,12.1
2016-03-27 17:45:00,0.058371222,2.3,16.73333333,12.10666667
2016-03-27 18:00:00,0.055661492,2.125,4.625,12.1625
2016-03-27 18:15:00,0.056209037,2.406666667,7.133333333,12.18
2016-03-27 18:30:00,0.051163652,2.521428571,5.928571429,12.19285714
2016-03-27 18:45:00,0.045245571,2.266666667,12.6,12.16666667
2016-03-27 19:00:00,0.046618225,1.986666667,21.6,12.16666667
2016-03-27 19:15:00,0.049077974,2.066666667,17.8,12.12
2016-03-27 19:30:00,0.051395752,2.18125,7.9375,12.1375
2016-03-27 19:45:00,0.053156766,2.313333333,5.866666667,12.18666667
2016-03-27 20:00:00,0.04645334,2.507142857,8.0,12.2
2016-03-27 20:15:00,0.041562967,2.36,13.06666667,12.2
2016-03-27 20:30:00,0.041431143,2.033333333,11.53333333,12.2
2016-03-27 20:45:00,0.045242204,1.92,11.6,12.2
2016-03-27 21:00:00,0.050550404,2.23125,11.4375,12.19375
2016-03-27 21:15:00,0.04793615,2.573333333,15.06666667,12.2
2016-03-27 21:30:00,0.039959257,2.364285714,32.0,12.1
2016-03-27 21:45:00,0.044851947,1.58,27.86666667,12.1
2016-03-27 22:00:00,0.065387744,1.786666667,30.0,12.1
2016-03-27 22:15:00,0.070924886,2.386666667,18.13333333,12.1
2016-03-27 22:30:00,0.054572059,2.225,13.5,12.1
2016-03-27 22:45:00,0.046179609,1.013333333,14.33333333,12.1
2016-03-27 23:00:00,0.052597513,0.842857143,17.42857143,12.1
2016-03-27 23:15:00,0.046984302,0.713333333,22.66666667,12.11333333
2016-03-27 23:30:00,0.042395859,0.4,24.4,12.15333333
2016-03-27 23:45:00,0.050927793,0.373333333,22.66666667,12.15333333
2016-03-28 00:00:00,0.061911798,0.33125,18.5,12.1625
2016-03-28 00:15:00,0.077283442,0.42,13.0,12.12
2016-03-28 00:30:00,0.084805514,0.342857143,6.857142857,12.1
2016-03-28 00:45:00,0.094487571,0.4,9.333333333,12.15333333
2016-03-28 01:00:00,0.100867041,0.413333333,21.73333333,12.10666667
2016-03-28 01:15:00,0.105531532,0.386666667,19.46666667,12.1
2016-03-28 01:30:00,0.111818434,0.3375,10.5625,12.1
2016-03-28 01:45:00,0.121427151,0.4,5.533333333,12.1
2016-03-28 02:00:00,0.128592093,0.4,6.357142857,12.1
2016-03-28 02:15:00,0.12825522,0.393333333,6.4,12.1
2016-03-28 02:30:00,0.135018068,0.42,6.266666667,12.08666667
2016-03-28 02:45:00,0.13857648,0.4,5.8,12.1
2016-03-28 03:00:00,0.142292233,0.41875,5.9375,12.06875
2016-03-28 03:15:00,0.153197034,0.426666667,5.6,12.08
